artist_name,artist_id,country,begin_date,end_date,type,gender,disambiguation
engineer; Ian Dobie,c1fbe2ea-ce7c-44ac-bfda-306c5bf0952a,,,,,,
Mark Isham,56d6a50f-4be2-4796-9709-7eb88c45b63b,US,1951-09-07,,Person,male,American musician and score composer
conductor; Ensemble InterContemporain (Odile Auboin,119d8f48-84dd-4cd7-93e7-2a5eca6cc9db,,2021,,Group,,Cape Breton band
Bryan Taylor,20244d07-534f-4eff-b4d4-930878889970,US,1989-12-13,,Person,female,
Dr. John,fe0e1895-aa84-47d9-8e5b-7930fc20709b,US,1941-11-21,2019-06-06,Person,male,"New Orleans blues pianist, singer and songwriter"
Tori Kelly,e4b87494-a5eb-439d-b3bf-5f1b46d4dc6b,US,1992-12-14,,Person,female,
Daniel Massey,4f0ea13f-f1b2-4613-9e69-6bacc47af29d,,1982-11-03,,Person,male,"British artist, released album ‘Make Life Take Mine’"
Carl Perkins,068bd7ab-c38e-4fae-8ed2-cb0c153ed68f,US,1932-04-09,1998-01-19,Person,male,American pioneer of rockabilly music
John Sherba),a9db234c-af38-41ce-81c8-238971f63471,US,1954-12-10,,Person,male,
Sinéad O'Connor,c78a77fa-507c-4c07-947a-0355029453bd,IE,1966-12-08,2023-07-26,Person,female,Irish singer-songwriter
Attacca Quartet,28727c9e-e433-4054-9727-532217249a40,US,2003,,Group,,
Anita Kerr Singers,894d9cc0-4575-4f1b-bf0f-970b8a6f7c6a,US,1952,,Group,,mixed vocal group
Brandon Vamos),500767d9-f8ac-409b-b3b0-1a76940ab688,,,,Person,male,cellist
Santana,9a3bf45c-347d-4630-894d-7cf3e8e0b632,US,1966,,Group,,"US Latin, blues, & rock band"
Rudresh Mahanthappa,d9a169dd-254c-4c2d-b81b-dd68fecfb15e,US,1971-05-04,,Person,male,
New Broadway Cast,a0ef7e1d-44ff-4039-9435-7d5fefdeecc9,,,,Other,not applicable,"Special Purpose Artist - Do not add releases here, if possible."
Sir Edward Downes; New Philharmonia Orchestra,7096aa5e-3287-4ec9-805c-89fd13fc824a,GB,1924-06-17,2009-07-10,Person,male,conductor
Suzanne Vega,cf119120-7df5-47d7-9dec-49f8837a4e40,US,1959-07-11,,Person,female,American singer-songwriter
Chris Brown,c234fa42-e6a6-443e-937e-2f4b073538a3,US,1989-05-05,,Person,male,US R&B/pop singer and dancer
Vaughan Brothers,72359492-22be-4ed9-aaa0-efa434fb2b01,US,1969-03-26,2014-10-28,Group,,
Estonian National Male Choir; Estonian National Symphony Orchestra,f5907603-f8d9-4f7f-b4c6-e3b9e4754753,,,,Choir,,National Male Choir of New Zealand
Cannonball Adderley Quintet,19a4c591-7a8d-4792-b465-6955346be1df,US,,,Group,,
Ludacris,0638ba22-040f-438d-83a5-9b670c4adaf5,US,1977-09-11,,Person,male,US rapper & actor
Danger Mouse,4b356f05-bcc2-4544-925b-fd9a1bf708be,US,1977-07-29,,Person,male,Brian Burton
Lizzo,8fb5370b-9568-4b61-9da5-2aa12c9928db,US,1988-04-27,,Person,female,"American rapper, singer and actress"
David Harrington,010c422d-01ec-4619-893d-77a554c935d5,,,,,,deep house
Jobim,7a8dbe84-f4c0-4457-bfa3-edced1f8cde0,BR,1927-01-25,1994-12-08,Person,male,
William Preucil,86b0c889-91f0-4f31-8e18-1ced11c269c4,US,,,Person,male,violinist
Peggy Lee,5a2463af-eef0-4a22-bc8f-5865fbe9c78e,US,1920-05-26,2002-01-21,Person,female,jazz vocalist
Jonathan Winters,481edc88-fb1d-41cb-bae0-95ddcce37318,US,1925-11-11,2013-04-11,Person,male,
John Aler,aaa27f0c-7ddc-49fb-b873-1a935c757488,US,1949-10-04,2022-12-10,Person,male,tenor
Bruce Hornsby,e60dbba7-6f55-429a-bd22-5e9c6a87ae70,US,1954-11-23,,Person,male,
Robert Woods,df555225-0856-4cd9-ae46-b4734ee1418d,US,1931-11-02,2015-09-29,Person,male,US jazz woodwind player
Los Angeles Guitar Quartet,d1c65138-8916-4bdb-aecf-e54041838fda,,1982,,Group,,
"Robert John ""Mutt"" Lange",61f2ae93-ab59-4c59-aef6-43f5f9afceae,GB,1948-11-11,,Person,male,
Measha Brueggergosman,a7cad3db-9e2a-4bf5-9819-2a25f31cf681,CA,1977-06-28,,Person,female,soprano
Percy Faith,291dcfb8-b31c-496a-905b-9955509d75b6,CA,1908-04-07,1976-02-09,Person,male,
David Corkhill,1c5baf00-f48c-4f4f-88b4-3c9029ed1283,GB,1946-09-29,,Person,male,percussion
Covent Garden,153c9281-268f-4cf3-8938-f5a4593e5df4,US,1984,2017,Group,,
James Earl Jones,be8195fa-13b8-43ef-9adb-5320474fdf1e,US,,,Person,male,US West Coast soul singer
Megadeth,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,US,1983-06,,Group,,
Robert Goulet,6a365948-c640-4edf-ba9a-0bdf2c8f17ee,US,1933-11-26,2007-10-30,Person,male,
J. Cole,fbe054ec-a143-4101-9e9e-64abc5ff5ac9,US,1919-03-17,1965-02-15,Person,male,
David Darling,03e7fbb0-024e-423f-bbcd-f8c65aa14b8f,US,1941-03-04,2021-01-08,Person,male,cellist
Chick Corea,8446fcca-109e-4c6d-a2ff-5a269b32b4c2,US,1941-06-12,2021-02-09,Person,male,jazz pianist
Symphony Of The Air Orchestra,de0a29df-428e-4b36-9ed4-14afbf53b8f4,US,1954,1963,Orchestra,,
Pert Kelton,82a8fe79-7b94-47c3-b999-6bd7cd7bffb6,US,1907-10-14,1968-10-30,Person,female,
Sade,67930b3e-e00b-469f-8c74-fd69f20522ec,GB,1982,,Group,,group w/ singer of same performance name
James Ingram),1c9d555e-d20a-46d9-93a3-bf7e0d263ece,US,1952-02-16,2019-01-29,Person,male,R&B singer
Artur Rubinstein,7cc89d05-3db5-4d08-bea0-9c328aa56c39,PL,1887-01-28,1982-12-20,Person,male,pianist
Hollywood String Quartet (Alvin Dinkin,4f588ab2-0994-4c12-a828-251dd26645c9,,1912,1970,Person,male,
New Broadway Cast With Bernadette Peters,87f63ba8-cbdd-49ee-a976-416778f51f43,US,1948-02-28,,Person,female,
Stephen Marley,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,JM,1945-02-06,1981-05-11,Person,male,Jamaican reggae artist
Mariah Carey,494e8d09-f85b-4543-892f-a5096aed1cd4,US,1969-03-27,,Person,female,
Third Coast Percussion,a5b53f5f-7f15-401c-8e78-1f939321e870,,2005,,Group,,
Club Nouveau,2146b803-52f4-4fc4-941a-528b9096dc77,US,1986,1998,Group,,
Herb Alpert,db76f244-049f-440e-be53-cc5f3c0cdfb6,US,1935-03-31,,Person,male,
Brothers Johnson,ff6e677f-91dd-4986-a174-8db0474b1799,,1975-05-18,,Person,male,singer‐songwriter from Hawaii
Brandon Lake,ad996aef-cc1c-42ac-af5c-619c370f4b8a,GB,1970,2011,Group,,
The Time Jumpers,f668ff95-fff4-4e54-9eed-8d58e3ef19da,,1998,,Group,,
Radu Lupu,bec02ec4-34be-43db-9be1-006606174fd2,RO,1945-11-30,2022-04-17,Person,male,Romanian concert pianist
Zubin Mehta,b83bb7b8-1b89-4b12-9af6-fd7ac29e2fae,IN,1936-04-29,,Person,male,conductor
Ziggy Marley,7c09d8af-895a-4337-bb46-b4b6dcabff10,JM,1968-10-17,,Person,male,
Andrew Cornall,8052a978-7ff9-4793-bf87-d941457e8520,,,,Person,male,engineer / producer
Jason Isbell,4c501a41-5f23-41c9-a36a-5b86e894e08d,US,1979-02-01,,Person,male,
Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,CA,1959-11-05,,Person,male,Canadian singer/songwriter
Ray Stevens,140220f3-95fe-417a-8b66-4102d2deacb9,US,1939-01-24,,Person,male,US singer‐songwriter & comedian
Red Hot Chili Peppers,8bfac288-ccc5-448d-9573-c33ea2aa5c30,US,1983,,Group,,
Robert Spano,34ddf888-b141-406d-8f5e-c7a734e127f6,US,1961-05-07,,Person,male,conductor and pianist
conductor; Margaret Hillis,119d8f48-84dd-4cd7-93e7-2a5eca6cc9db,,2021,,Group,,Cape Breton band
Robert Randolph,e51c1994-b9cd-4d74-b12d-9ab4b1757464,GB,1994-05-13,,Person,male,UK rapper
(Jane Ira Bloom),a1f69278-81c7-4125-a01c-713d9de6dbe4,US,1955-01-12,,Person,female,
Willie Nelson,668fd73c-bf54-4310-a139-305517f05311,US,1933-04-30,,Person,male,
Ramsey Lewis Trio,98789b37-4903-42b4-9f5a-2e602684bff5,US,1956,,Group,,
engineer/mixer,a55c015a-5f27-4494-9e5f-2065456b62ec,,,,Group,,death metal/grindcore
Cyrille Aimée,626c5a3c-b9a0-414f-89d6-756b0f1eceb5,FR,1984-08-10,,Person,female,
Cannonball Adderly,a4c73ebe-b2c7-4f13-b99d-2fe1f9f27da8,US,1928-09-15,1975-08-08,Person,male,
Swedish Radio Symphony Orchestra,ef0327fc-76e6-4ce8-b92c-446782059ca7,,,,Orchestra,,pseudonym used on Alfred Scholz Recordings
Fred Hammond,7fec1c34-13e2-4cb5-ba15-3e478d716c6d,US,1960-12-27,,Person,male,
Atlanta Symphony Chorus; Atlanta Symphony Orchestra,63a1b104-76a7-4a9f-b14d-e3e007e0efba,,1957,,Choir,,
Peter Kater,c290c018-02c4-445f-bfca-cac9186c79d0,US,1958-05-28,,Person,male,New Age pianist and composer
Boston Early Music Festival Chamber Ensemble; Boston Early Music Festival Vocal Ensemble,ed70f5f3-2fa5-454f-871a-881400f62cf3,,,,,,
Vancouver Symphony Orchestra,38712b4c-0fd4-4c65-8c7a-45676fecc973,GB,1904,,Orchestra,,
Kim Carnes,600c5212-a8e6-458e-bd3f-78b6fbfe329a,US,1945-07-20,,Person,female,
George Carlin,5a79e923-b2ef-45fd-bc48-9beebdb21e78,US,1937-05-12,2008-06-22,Person,male,
Roy Haynes,2c090b57-5e9d-49c5-9b71-6f0a331cc1ca,US,1925-03-13,2024-11-12,Person,male,American jazz drummer and bandleader
Siedah Garrett,69407e6e-8cc1-4d48-91f8-7e07b94032a0,US,1958-06-24,,Person,female,
Jimmy Buffett,16fdd9af-467f-47ce-bd29-3413b445b90f,US,1946-12-25,2023-09-01,Person,male,
Manuel Galbán,080b3661-3ec7-4c96-a296-0775ad96d7d6,CU,1931-01-14,2011-07-07,Person,male,
violin; Pinchas Zukerman,4961e39f-9e29-428f-8307-c92377aa156d,US,2004,,Group,,
Herschel Garfein,dd2fde8d-5f2d-4cfc-8623-9dd81ad3e368,US,1958-01-17,,Person,male,
Tycho,cbef45a9-7acb-4325-94c9-70081ac8d1b8,US,1977-02-07,,Person,male,"US electronic artist, multi‐instrumentalist, producer, and songwriter"
His Band,70248960-cb53-4ea4-943a-edb18f7d336f,US,1949-09-23,,Person,male,
The Sounds Of Blackness,4f9d560b-f378-4bdb-9676-8b7aa7744821,US,1969,,Group,,
Maurice Jarre,05d4d95c-8803-450f-80c2-7ea606e6f78b,FR,1924-09-13,2009-03-29,Person,male,
Guasábara Combo,125ec42a-7229-4250-afc5-e057484327fe,XW,,,Other,not applicable,"Special Purpose Artist – Do not add releases here, if possible."
Kathy Mattea,f29443f1-5712-4be7-a926-1bde47a1d71d,US,1959-06-21,,Person,female,country and bluegrass singer
Blackstreet,d72d000b-b860-44f4-9ac1-5d82e3fff9a9,US,1991,,Group,,
songwriters (Common,c0a1179b-b14a-4d68-a3c1-1fdab16ed602,US,1972-03-13,,Person,male,US rapper
Missy Elliott,a0b8cb9e-7532-45fe-a74c-30e7c4009a39,US,1971-07-01,,Person,female,"American rapper, singer, dancer & record producer"
André Previn,06538137-47eb-4dd6-bb78-5c8afa1a1885,US,1929-04-06,2019-02-28,Person,male,"pianist, conductor, composer, arranger"
Eddie Palmieri,42b5af45-312e-4dc1-ad0c-84dea2d5dcb2,US,1936-12-15,,Person,male,
Brittany Howard,506aa5b0-c6fb-4a69-8dd3-f06a369d5abc,DE,1946-01-14,,Person,male,
Christopher Rouse,023d64c9-93db-4a20-8c5c-2efa1a53481a,US,1972-03-09,,Person,male,
La Scala Opera Orchestra,a8a96598-a77f-4e34-9860-f5f663d33b25,,1778,,Orchestra,,
The Spanish Heart Band,bdbd48f5-abf3-4a4f-9a21-4551dbc3fde9,US,1973,,Group,,"rock band, Ann and Nancy Wilson"
Vince Mendoza,46ddf74e-ac9f-4b9a-935f-6eb8829c412e,US,1961-11-17,,Person,male,
Eliane Elias,9974cbc1-6a00-4a97-8a36-e4a25bfe0293,BR,1960-03-19,,Person,female,
Robert Plant,bd53f9a7-8be9-46b0-bf7d-1deea3cb57bc,GB,1948-08-20,,Person,male,of Led Zeppelin
Yolanda Adams,4fac8f5d-0e44-4efa-b518-7f8a8f02c162,US,1961-08-27,,Person,female,
Cheech,ecd63bb8-d6fc-4045-89f2-0bc8f44eccad,,,,,,
Murray Perahia,71131221-cda2-4d28-8348-4574412d9c9f,US,1947-04-19,,Person,male,pianist and conductor
Flaco Jimenez,f3387fe6-63ff-4dcb-95e6-cf14fc13f60b,US,1939-03-11,,Person,male,
Maná,55441123-89a2-49ab-ae3f-df7a3e86835a,MX,1986,,Group,,Mexican rock group
Don Ellis Big Band,fa3b3e3c-7615-4b64-8a49-c9f365ad3290,DK,1964,,Orchestra,,"Danish Radio’s jazz orchestra/big band, known under several names over the years"
Gabriel Yared,a2dc0b52-1057-447f-89db-818acab15299,FR,1949-10-07,,Person,male,Lebanese‐French score composer
Jo Wilder,ec561bb8-5666-4e76-9883-d597c18c674a,,,,Person,female,
Béla Fleck,e1a889b7-5e45-447f-baa0-b9c6cbc0d39f,US,1958-07-10,,Person,male,
Bessie Smith,ffa28768-ecda-42c6-ac49-6ce5c7d33043,US,1894-04-15,1937-09-26,Person,female,Tennessee blues singer
Lorde,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,NZ,1996-11-07,,Person,female,New Zealand singer‐songwriter
Ruben Ramos,cb6ee72f-fdad-4097-b80e-a463360b5854,US,,,Person,male,
Jonathan,9f320a6b-c9c2-4421-a05c-e2e075bccd37,US,1982-04-09,,Person,male,Song a Day
Academy Of Ancient Music,5c8fd1e4-574d-495f-9a24-2dfaadf2e8c0,GB,1973,,Orchestra,,
Louis Prima,b5997eef-2516-491a-a10e-5cee842bbcdc,US,1910-12-07,1978-08-24,Person,male,
Ramin Djawadi,f089f636-6b85-4e0e-a192-0d30ed2b44d1,DE,1974-07-19,,Person,male,Iranian‐German score composer
Pierre Boulez; BBC Symphony Orchestra,3bce590b-479f-42ca-b9e0-82883e0db9a2,FR,1925-03-26,2016-01-05,Person,male,composer and conductor
Jessie Reyez,18f56081-ccd7-4e07-981a-558c20951ccd,CA,1991-06-12,,Person,female,Columbian‐Canadian singer‐songwriter
Christopher Rountree,ab2d26d3-b33a-4efb-982a-9a55d92fc568,US,,,Person,male,
Bobby Brown,20ff3303-4fe2-4a47-a1b6-291e26aa3438,US,1933-05-03,2006-12-25,Person,male,The Godfather of Soul
The National,664c3e0e-42d8-48c1-b209-1efca19c0325,US,1999,,Group,,
SKF Matsumoto Chorus; Saito Kinen Orchestra,125ec42a-7229-4250-afc5-e057484327fe,XW,,,Other,not applicable,"Special Purpose Artist – Do not add releases here, if possible."
Ken-David Masur,a46387cc-ae5b-4232-9522-045d561c3b89,DE,1927-07-18,2015-12-19,Person,male,conductor
(Uta Hagen,e4d32f51-bc57-42a4-8165-b80f7a86496d,DE,1955-03-11,,Person,female,
Robert Armbruster Orchestra,93e0663e-7321-48fc-903e-b278308d5521,,,,Group,,
Ryan Bingham,61a04f15-0929-4bb6-bd4e-dabdf8e19f68,US,1981-03-31,,Person,male,
Helen Raymond,b71fd9a0-6432-494c-9f01-14a716bdca2e,US,1948-09-20,,Person,male,
America,34cf95c7-4be9-4efd-a48a-c2ea4a0bb114,US,1970,,Group,,US folk/soft rock band
Estonian Philharmonic Chamber Choir,3c7557d2-e341-401f-9e78-78e79b847871,SG,1994,,Choir,,
Los Van Van,452d9da4-21a7-44b0-8299-1ec4a8f031ef,CU,1969-12-04,,Group,,
Paula Abdul,275d1fca-22e8-46b9-85e6-c3523098a599,US,1962-06-19,,Person,female,American singer
Nipsey Hussle,410bbb19-8309-4a0b-9f87-3d65bde4a826,US,1985-08-15,2019-03-31,Person,male,
conductor; Joseph Silverstein,119d8f48-84dd-4cd7-93e7-2a5eca6cc9db,,2021,,Group,,Cape Breton band
Wayne Shorter,2379937f-6e0d-46a2-b8ff-633fafd72002,US,1933-08-25,2023-03-02,Person,male,US jazz saxophonist and composer
Richard Harris,35ef61ca-43db-4772-ba27-0489e9ebcb69,US,1947-04-02,,Person,female,
Original Broadway Cast Recording,8a0b2261-22ad-481f-b6a8-dcd2c9c3679a,,,,Orchestra,,
The Earls Of Leicester,547bcf4d-f125-471a-b615-a9aef7385922,US,2013,,Group,,
Jason Jones,f2903be0-79a7-4334-8cc5-e45309482a97,US,1931-09-12,2013-04-26,Person,male,US country music vocalist
James Whitmore,248868a9-da89-42af-ab7f-9f9b0ebc91f6,GB,2001,2005,Group,,
Ari'el Stachel,f16c3d09-c513-4c60-94b1-73ca22036ab9,,,,Person,male,
Big Daddy Kane,8e75d270-4d53-4a4a-bc14-e3ace37ebd4e,US,1968-09-10,,Person,male,
Gil Shaham,7bb53313-9859-45e6-9201-5a922e6059e5,US,1971-02-19,,Person,male,violinist
songwriter (Bruce Springsteen),70248960-cb53-4ea4-943a-edb18f7d336f,US,1949-09-23,,Person,male,
Manfred Honeck,25a960b3-4840-4ad8-91f1-f5837f9ea1ee,AT,1958-09-17,,Person,male,conductor
El Güero Y Su Banda Centanario,0fa233b3-e74b-4168-9598-3bb4d254609c,,2004,,Group,,
Sara Gazarek,7ab39db3-775e-46be-a273-e54217753754,US,1982-02-26,,Person,female,
Mild Minds,f41490ce-fe39-435d-86c0-ab5ce098b423,GB,1977,,Group,,Scottish rock band
The Nash Ramblers,a5ad32b5-1262-44a6-a892-eb99903b4065,,,,Group,,
Paul Whiteman,03ade0b4-4d20-40d5-a2ac-71c832ec5c39,US,1920,1954,Group,,
George Grizzard,3f48ccc5-875d-4fec-8847-5419ca4bc2e0,,1946-10-20,1994-03-20,Person,male,US journalist
Marc Anthony,25607613-aceb-445a-8519-83a2ee0f8402,US,1968-09-16,,Person,male,"Marco Antonio Muñiz, salsa and latin pop singer"
Barbara Cook,6c8fd0be-d961-454c-aee0-4366a6dbc993,US,1931-01-22,1964-12-11,Person,male,
The Gaither Vocal Band,ad8648f9-95ca-4fc1-bc19-9cee86e468d3,US,1980,,Group,,
Joe Pass,2f43e416-f1bf-4f04-8853-a0019aa12441,US,1929-01-13,1994-05-23,Person,male,jazz guitarist
Neil Diamond,a42d3fd5-55de-4206-86c3-4fbb5404018f,US,1941-01-24,,Person,male,
Lena Horne,0031bc7a-1b6f-4620-99db-5202405b0749,US,1917-06-30,2010-05-09,Person,female,
Nadia Shpachenko; Marina A. Ledin,074f054d-77d6-46db-945d-83fafa8b2ddf,US,,,Person,female,
L.A. Reid,065324d1-12c2-485f-955d-9eef408f92a6,JM,1963-06-06,,Person,male,
Del McCoury Band,7e5a0c3f-339a-4e5d-aed0-1946112b4a66,US,1967,,Group,,
Diane Schuur,d224a365-0356-40ef-92ba-b09140e07364,US,1953-12-10,,Person,female,
Chorus of St. Martin-In-The-Fields; Academy Of St. Martin-In-The-Fields,f0ac992d-edd9-4672-ac23-ba0ca93f6539,GB,1959,,Orchestra,,
Waylon Jennings,1a46826b-4d73-4e04-8590-f36c9d832f9e,US,1937-06-15,2002-02-13,Person,male,US country musician
Weather Report,0f9997bd-e079-429e-8ccd-9378c9b0c746,US,1971,1986,Group,,
Duain Wolfe,f4d3204c-3bab-4e76-8a6a-07f120c6af82,,,,Person,male,chorus master
Joshua Bell,9b248b09-a736-4591-bdce-9dccb8391cc4,US,1967-12-09,,Person,male,violinist
songwriter (James Taylor),107d0c22-d051-4d98-8206-4e14de02132a,US,1948-03-12,,Person,male,singer-songwriter and guitarist
Stevie Wonder,1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e,US,1950-05-13,,Person,male,
T Bone Burnett,b821dd8c-4583-4385-9293-6f1015b74ef9,US,1948-01-14,,Person,male,"musician, songwriter and producer"
Christina Aguilera,b202beb7-99bd-47e7-8b72-195c8d72ebdd,US,1980-12-18,,Person,female,
The Happy Goodman Family,aea7f59d-30ee-4966-8016-c267c3ada3df,US,,,Group,,southern gospel group
German Opera Chorus; German Opera Orchestra,9ade995f-2a67-4268-8220-07ffd2d4984e,,,,Choir,,
Naughty By Nature,3bdcd49d-212e-4f4f-877a-eac1e4a2bddc,US,1989,,Group,,
Sonny Rollins,3b47247e-5b57-49b6-a0ed-bad80243802a,US,1930-09-07,,Person,male,
Candlemass,7dba6614-d0bd-4950-8b7b-841b31c413c2,SE,1984,,Group,,Swedish doom metal
Laura Pausini,472b9953-1f10-4aed-b1ec-d0c23ffb2cf1,IT,1974-05-16,,Person,female,
CeCe Winans,5a5d32e1-f3d2-4fde-8b41-24a78e696b83,US,1964-10-08,,Person,female,
Bebo Valdés,4034bdc9-e19d-4f70-8603-4c01aa2e89cb,CU,1918-10-09,2013-03-22,Person,male,
Billy Porter,0dafb946-abc2-4c54-9417-7563617db3e9,,,,Person,female,narrator/reader
Gilberto Gil,cf6b70f6-2616-481c-912c-0263cabfc974,BR,1942-06-26,,Person,male,
Joy,9a58fda3-f4ed-4080-a3a5-f457aac9fcdd,GB,1978-01,1980-05,Group,,
New London Children's Choir; Philharmonia Orchestra,df31c3e5-17ca-40f1-991f-771507117120,GB,1991,,Choir,,
Russ Taff,69832a1b-9006-4c4e-ae7d-e2b931c37ba8,US,1953-11-11,,Person,male,
Steven Curtis Chapman,810ae1de-02f8-4fca-9909-cb9119022749,US,1962-11-21,,Person,male,
songwriters (Celine Dion,847e8a0c-cc20-4213-9e16-975515c2a926,CA,1968-03-30,,Person,female,
Nero,bd057a0c-a7b6-47bf-8dc3-45e0efac1798,GB,2003,,Group,,UK electronic trio
Inner Circle,0a5c92c7-4aa7-4324-82ab-8e8e733507cb,JM,1968,,Group,,reggae band
Helen Hayes,a2361c7d-ddb6-41c1-a9a0-be09fbbb8d21,US,1942-08-20,2008-08-10,Person,male,
Chris Stapleton,71d58182-aa37-4c04-b21a-efe46ea0f221,US,1978-04-15,,Person,male,American singer‐songwriter
Choeurs Et Maitrise De Radio France; Orchestre National De France,29df4b64-272b-411b-886d-ab656d809952,FR,1946-04-29,,Choir,,
Goodboys,59ffa494-f0de-4744-80ee-d26d4eb92e57,GB,,,Group,,
Dottie Rambo,b2050cd2-65d5-455c-ad2a-a8d1283193ee,US,1934-03-02,2008-05-11,Person,female,
David Seville,c3829bbc-0f73-4854-ae9f-0fa8051349c7,,1939,1972,Character,male,“Alvin & The Chipmunks” character
Dennis Russell Davies,e8c64a86-3169-4bf4-a470-b727f416850d,US,1944-04-16,,Person,male,conductor and pianist
Gene Moore,a8806b5c-3ee0-4277-94d3-1a5427a7707c,GB,1952-04-04,2011-02-06,Person,male,"Thin Lizzy, blues guitar"
Glenn Slater,007a974e-12b3-45ea-bd17-e5e66fb404ef,US,1968-08-02,,Person,male,
Stills And Nash,cfafad90-b736-4c74-8ded-f3f4d7b2c792,US,1968,2016-03-06,Group,,
Carl Reiner,a2da9d6e-d1bd-40ed-82c6-1ba9f00beef0,US,1922-03-20,2020-06-29,Person,male,American actor
Corea,8446fcca-109e-4c6d-a2ff-5a269b32b4c2,US,1941-06-12,2021-02-09,Person,male,jazz pianist
Al Hirt,d14ab1ae-0400-4345-9f5b-6083110a5c7a,US,1922-11-07,1999-04-27,Person,male,
John Stephens,75a72702-a5ef-4513-bca5-c5b944903546,US,1978-12-28,,Person,male,
Garrison Keillor,ab27d9b3-9382-4577-b661-881620a7bb44,US,1942-08-07,,Person,male,
"Bebo Valdés Trio With Israel López ""Cachao""",d6060786-dac7-4101-80f1-8a10c81d0a7a,CU,1918-09-14,2008-03-22,Person,male,
A Bad Think,43414fa6-dba4-4701-b220-19d7045cb5ab,,,,,,
songwriters (Josh Groban),12be5b16-915f-44bc-978a-8ddfab235b79,US,1981-02-27,,Person,male,
John Prine and Others),e86492c1-0376-4df0-8042-8ba058c83960,US,1946-10-10,2020-04-07,Person,male,
Stephen Colbert,5b7c47b7-fcad-450f-bf63-48e2c43fc4e2,US,1964-05-13,,Person,male,"comedian, writer, producer, actor and television host"
Roger Miller,7b353d3c-2bd9-40e3-a21d-b7da3f941339,US,1904-03-01,1944-12-15,Person,male,jazz band leader
The Infamous Stringdusters,43e088bd-2520-4a84-bb8e-827c86d2cf84,US,2006,,Group,,
"Earvin ""Magic"" Johnson",3f6f9c97-f430-4f0b-af83-d89d33c4c1bd,US,1975-08-16,2013-03-01,Person,male,New Orleans hip hop artist Awood Johnson
DaBaby,87ae83df-6173-40cc-a0f2-bad543faa6aa,US,1991-12-22,,Person,male,US rapper Jonathan Lyndale Kirk
University Of Michigan Chamber Choir,834d65fc-0d0e-42b1-9f40-19c391c11e7d,US,,,Choir,,
The Neptunes,ee5a10e1-b9aa-4c79-8a16-9de2f68bb586,,,,,,"US? hip-hop, feat. on ""P.L.A.M.F"" by Ralo tha Pimp"
Hugh Jackman (,e596591b-3031-4d50-ae40-020d0e7ebcef,GB,1974-07-30,,Person,male,English score composer
Jeff Bhasker,a2fdc044-010f-4317-97d2-a1c67e978543,US,1974-03-03,,Person,male,
Bill Miller,7b353d3c-2bd9-40e3-a21d-b7da3f941339,US,1904-03-01,1944-12-15,Person,male,jazz band leader
Michael Brecker,795058e7-927e-4fcd-a5a0-f57c2fe9d3d1,US,1949-03-29,2007-01-13,Person,male,"American jazz saxophonist, multi-instrumentalist and composer"
Snarky Puppy With Lalah Hathaway,3f0f4358-4c48-4bce-be34-acf61d24df0b,US,1968-12-16,,Person,female,
Barbara Barrie,dfef6389-e2a6-4603-83d9-03b321ef785d,GB,,,Person,male,
The Del McCoury Band,7e5a0c3f-339a-4e5d-aed0-1946112b4a66,US,1967,,Group,,
David Arkenstone,50a45c3d-b54b-4fd5-bb83-5046e4ff6813,US,1952-07-01,,Person,male,
Maxwell,d252cca8-8214-43e5-b81a-101eb4a1447e,US,1973-05-23,,Person,male,US soul/R&B singer-songwriter
Residente,b38a00f2-3746-4e9e-93de-8257ca5b1680,PR,1978-02-23,,Person,male,"René Juan Pérez Joglar, vocalist of Calle 13"
Antoni Wit,4b341f64-2f9f-4d9a-9343-db023cad6dba,PL,1944-02-07,,Person,male,conductor
Ravi Shankar,697f8b9f-0454-40f2-bba2-58f35668cdbe,IN,1920-04-07,2012-12-11,Person,male,
songwriters (Ryan Bingham),61a04f15-0929-4bb6-bd4e-dabdf8e19f68,US,1981-03-31,,Person,male,
A Taste Of Honey,8fb61843-e724-41b4-86bd-6e3b3dfe9c6e,US,1971,1982,Group,,
Columbia Symphony Orchestra,38712b4c-0fd4-4c65-8c7a-45676fecc973,GB,1904,,Orchestra,,
Tan Dun,61388717-2809-47e8-91cf-4c7f722a4c02,,2005,,Group,,
Brian Lynch Big Band,65414400-5264-4d8d-a826-b2df21bcf62e,,,,Orchestra,,
Camila Cabello,01b8b5bf-06cb-45da-85fb-61ada72fcd69,US,1997-03-03,,Person,female,
Zachary Levi),290e5513-55d3-426f-a4ba-1ac3ce589107,US,1980-09-29,,Person,male,
Carl Jackson,f27ec8db-af05-4f36-916e-3d57f91ecf5e,US,1958-08-29,2009-06-25,Person,male,“King of Pop”
Prince,070d193a-845c-479f-980e-bef15710653e,US,1958-06-07,2016-04-21,Person,male,“The Artist Formerly Known as…”
Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,GB,1967-07,,Group,,
Joss Favela,3d40a821-b8b0-4e12-bd8a-61611881f237,MX,1990-12-10,,Person,male,
